Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;602.118408203125;164.904361400381;8;276.7602;False;1860.002;49.30774;602.1184;-23.50405;167269.5
