Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;630.280395507813;184.400252840295;9;427.1417;False;1948.167;43.06827;630.2804;204.2268;146269.8
