Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;36.0452423095703;NaN;10;271.6005;False;1569.905;43.55374;496.3377;20.05917;383563.1
